Sowing,Harvesting,Latitude,Longitude,min_vh,min_vv,max_vh,max_vv,range_vh,range_vv,mean_vh,mean_vv,std_vh,std_vv,ratio_vv_vh,rvi
25-06-18,31-10-18,27.058,83.68,0.0072221835143864155,0.04104135185480118,0.0651218444108963,0.26181653141975403,0.057899660896509886,0.22077517956495285,0.030668500639302165,0.10589554337294478,0.017094502891373344,0.05185221475102854,3.45290904887727,1.8153584010444366
21-07-18,13-11-18,23.596,86.774,0.01767420768737793,0.09730491787195206,0.0911586806178093,0.4160521328449249,0.07348447293043137,0.31874721497297287,0.045087591947420784,0.21057260619557422,0.018377763867682504,0.0859524682758908,4.670300566087782,1.5449145005941092
21-07-18,05-11-18,26.334,85.32,0.012483165599405766,0.058324042707681656,0.04693523421883583,0.21544811129570007,0.034452068619430065,0.15712406858801842,0.027189528934009697,0.12194629904368649,0.010253772166386572,0.047190119972429924,4.48504640663897,1.5738804499676173
09-07-18,10-11-18,25.2,85.719,0.010075191035866737,0.052538685500621796,0.07104059308767319,0.2658773958683014,0.06096540205180645,0.2133387103676796,0.0329898256698952,0.145150487037266,0.01885782885415306,0.061230696377809014,4.399856140183329,1.5882601844124364
14-07-18,15-12-18,20.212,86.266,0.00231396546587348,0.009129242040216923,0.07544270902872086,0.41889688372612,0.07312874356284738,0.4097676416859031,0.02571629569370379,0.10864747666377336,0.01746592270629237,0.08868154328439658,4.224849409021763,1.620183998175185
17-07-18,16-12-18,20.128,86.265,0.011021465063095093,0.06557342410087585,0.08136378228664398,0.4433867037296295,0.07034231722354889,0.37781327962875366,0.037338276960603566,0.155309169512728,0.014960421718276029,0.06877426241792883,4.159516243253488,1.6330082981122818
24-07-18,26-11-18,23.375,87.564,0.004820464178919792,0.016720755025744438,0.07657250016927719,0.26578325033187866,0.0717520359903574,0.24906249530613422,0.02598701832816005,0.09606957130134106,0.014972809837850523,0.05256965746019079,3.696829320247108,1.7416116344421613
27-07-18,30-11-18,24.964,86.824,0.022963982075452805,0.06352734565734863,0.1324894279241562,0.42296871542930603,0.10952544584870338,0.3594413697719574,0.053741953508169564,0.17410987422422128,0.024620661319182988,0.09010077643409214,3.2397384698297955,1.892961400154897
18-07-18,10-11-18,26.132,85.622,0.014015359804034233,0.04170294851064682,0.0807700976729393,0.3033304512500763,0.06675473786890507,0.2616275027394295,0.038135201670229435,0.15627261959016323,0.016151898982180862,0.06112181442539513,4.097857432130974,1.6456075025454697
21-06-18,28-12-18,20.811,86.242,0.002761507872492075,0.04167834669351578,0.09737858921289444,0.4230486750602722,0.09461708134040236,0.38137032836675644,0.030887592476434432,0.1646918892287291,0.022313451431034227,0.09250228244840741,5.331975593577911,1.4616831181978427
21-07-18,12-12-18,20.873,85.933,0.011128530837595463,0.02334672585129738,0.08531205356121063,0.38969719409942627,0.07418352272361517,0.3663504682481289,0.03909854733330362,0.1605635195532266,0.018849231349918744,0.0891876534802231,4.1066364482667295,1.6437830860820069
02-07-18,28-09-19,30.167,76.487,0.008802918717265129,0.031774040311574936,0.09171122312545776,0.4213193953037262,0.08290830440819263,0.38954535499215126,0.0385637978091836,0.1374567875266075,0.01789764397434679,0.07008001795474224,3.564399652927168,1.779909636049542
29-07-18,18-11-18,16.668,81.615,0.007988622412085533,0.06149755418300629,0.0535857193171978,0.21989361941814423,0.04559709690511227,0.15839606523513794,0.03234310530953937,0.12537366896867752,0.015188063611117113,0.05358399946570532,3.8763646152337587,1.6953221401096477
06-07-18,10-10-18,22.922,88.572,0.019604811444878578,0.0904245600104332,0.08099836111068726,0.43092814087867737,0.06139354966580868,0.34050358086824417,0.038992698549440034,0.18383748829364777,0.016599477104850012,0.08209173961072921,4.714664414943084,1.5384066436673376
29-06-18,11-11-18,27.248,83.74,0.013310033828020096,0.027088459581136703,0.08261065185070038,0.25940683484077454,0.06930061802268028,0.23231837525963783,0.03578563327235835,0.10073041596582957,0.01749154383522722,0.05757715958482681,2.8148283753758823,2.1020325817782988
01-07-18,18-11-18,25.786,88.077,0.031969740986824036,0.1004025861620903,0.1150350421667099,0.8578675389289856,0.08306530117988586,0.7574649527668953,0.06554426546943815,0.31146818595497233,0.023248543315599855,0.19719085882263176,4.752028018381,1.5330450599521377
02-07-18,13-11-18,26.36,85.643,0.007791768293827772,0.035821333527565,0.08170711249113083,0.3884527087211609,0.07391534419730306,0.3526313751935959,0.03467716143932194,0.134992584772408,0.015903070437809107,0.07648723913433407,3.892838374577397,1.6913625101133316
01-07-18,08-11-18,27.123,82.576,0.006943712010979652,0.01752541959285736,0.07481725513935089,0.2381361871957779,0.06787354312837124,0.22061076760292053,0.023913724068552255,0.09660560463865599,0.015861593307858093,0.050197079017166066,4.039755763749787,1.6579475969256283
20-07-18,30-11-18,25.245,85.569,0.011974114924669266,0.025479981675744057,0.12605059146881104,0.5320553779602051,0.11407647654414177,0.506575396284461,0.044510702219079525,0.13889906018534126,0.02814204727903148,0.1121196193321348,3.1205766986484913,1.9431396663344744
22-06-18,08-11-18,25.668,88.107,0.014966587536036968,0.02074066922068596,0.16649775207042694,0.38914692401885986,0.15153116453438997,0.3684062547981739,0.05653013340714905,0.18876137687928146,0.03940121102732343,0.09611319774972979,3.339128452426576,1.8550193119686227
06-07-18,08-12-18,20.24,86.518,0.006673226598650217,0.058741495013237,0.10448619723320007,0.3349616825580597,0.09781297063454986,0.2762201875448227,0.03544042509904987,0.16383560726771484,0.020808623579690596,0.06349564118189363,4.622845431730083,1.5520522577318197
10-07-18,23-11-18,26.105,86.213,0.009346326813101768,0.03372645005583763,0.045121628791093826,0.2280423492193222,0.03577530197799206,0.19431589916348457,0.023114970297013458,0.10044668007053827,0.008627040597143644,0.045413176062405004,4.345524946814073,1.597813506638051
18-07-18,19-11-18,23.175,86.52,0.008755381219089031,0.03345824405550957,0.10718918591737747,0.3674702048301697,0.09843380469828844,0.3340119607746601,0.03418615945325843,0.15215853100706792,0.019762828699613683,0.07642367989984301,4.450881100438003,1.5795621297256952
17-07-18,12-11-18,26.551,84.617,0.0163614209741354,0.04211750999093056,0.061421073973178864,0.25884711742401123,0.045059652999043465,0.21672960743308067,0.03471268767801424,0.13708721365158757,0.012892042310616126,0.049634540038854855,3.9491961821905726,1.6781508846639228
05-01-18,20-05-18,26.182,89.187,0.0035337391309440136,0.019393114373087883,0.08036734163761139,0.5057772397994995,0.07683360250666738,0.48638412542641163,0.032274757262452373,0.22092318328629648,0.017714943336011466,0.11999770402443119,6.845076524969341,1.342168317464499
27-07-18,20-11-18,23.601,86.777,0.013455046340823174,0.03442024067044258,0.07157823443412781,0.2605553865432739,0.058123188093304634,0.22613514587283134,0.034520271428239845,0.14721654898797473,0.014988898808297898,0.0542481323251673,4.264640540095578,1.612624874143555
11-07-18,24-10-18,26.509,85.699,0.01582530327141285,0.05246816202998161,0.07701464742422104,0.49044671654701233,0.06118934415280819,0.4379785545170307,0.04544184034069379,0.16662211045622827,0.01920772436957258,0.10299429713322933,3.666711321702697,1.7499874409814251
18-07-18,26-11-18,23.015,88.51,0.008464116603136063,0.02222420461475849,0.05137873440980911,0.2109302282333374,0.04291461780667305,0.1887060236185789,0.028140357333338924,0.11404001909411615,0.011240490807107309,0.05822854458610002,4.052543389667932,1.6551913420033542
28-07-18,13-11-18,23.435,87.576,0.010598599910736084,0.03410406410694122,0.06271832436323166,0.18969999253749847,0.052119724452495575,0.15559592843055725,0.030201357077149785,0.10971075296401978,0.016955662634412966,0.050042412512477756,3.6326431518875837,1.7596927819731345
22-07-18,17-11-18,24.919,85.8,0.01514571812003851,0.08698047697544098,0.09999963641166687,0.3949151635169983,0.08485391829162836,0.3079346865415573,0.04814435634762049,0.223058021068573,0.021436719651923366,0.08757967334589875,4.633108384667345,1.5504927979689556
13-07-18,13-12-18,17.929,82.906,0.01851501315832138,0.14724275469779968,0.08155528455972672,0.3586966395378113,0.06304027140140533,0.2114538848400116,0.044777091060365946,0.22961467717375075,0.019666429203081197,0.0816129371567134,5.127949845250045,1.484502010677616
16-07-18,01-11-18,26.441,84.892,0.014453783631324768,0.033086445182561874,0.08519578725099564,0.36752691864967346,0.07074200361967087,0.3344404734671116,0.03876818028157172,0.16638432507929596,0.01738786078811228,0.07719801191256336,4.29177546820236,1.607574854153768
12-08-18,07-01-19,16.751,80.519,0.005349723156541586,0.05159227177500725,0.07007777690887451,0.16726675629615784,0.06472805375233293,0.11567448452115059,0.036461974752859935,0.09405943585766686,0.018445217333728794,0.034763840187185584,2.579658301427824,2.266096597088267
24-07-18,26-11-18,24.822,86.924,0.012820563279092312,0.044151321053504944,0.10446444898843765,0.6079122424125671,0.09164388570934534,0.5637609213590622,0.043275624668846525,0.15839651599526405,0.018081529995988183,0.12031556707494764,3.660178615729869,1.7518292148406218
10-07-18,22-11-18,25.226,85.485,0.01356913149356842,0.040475133806467056,0.1002400666475296,0.4152390658855438,0.08667093515396118,0.37476393207907677,0.03127751974879127,0.13836962239522682,0.01847063869214565,0.08349759735167328,4.423932060679912,1.584123739769196
17-07-18,17-12-18,20.124,86.244,0.005882640369236469,0.023733701556921005,0.07874459773302078,0.5367007851600647,0.07286195736378431,0.5129670836031437,0.02718820458555475,0.13934725364472003,0.015987289965960234,0.1113694257391255,5.125283400241737,1.4848151765483075
28-06-18,19-11-18,20.419,81.672,0.019076131284236908,0.10409020632505417,0.1012943908572197,0.18832999467849731,0.08221825957298279,0.08423978835344315,0.054082243144512175,0.14692703038454055,0.030508788408073376,0.03141713471445623,2.716733290665099,2.165003329798048
15-07-18,02-11-18,26.622,85.016,0.015514018014073372,0.029338475316762924,0.043012507259845734,0.18522846698760986,0.027498489245772362,0.15588999167084694,0.026935211072365444,0.11850881949067116,0.007385793551968226,0.04479269268984183,4.3997731880503785,1.588274537557287
26-07-18,19-11-18,25.91,86.128,0.004018637351691723,0.038357559591531754,0.049993615597486496,0.20820076763629913,0.04597497824579477,0.16984320804476738,0.020853618749727805,0.11187599127491316,0.01509436042278938,0.05414572254645586,5.364823852280959,1.458208639726628
25-07-18,13-12-18,17.957,82.86,0.019063429906964302,0.10541284084320068,0.06592290848493576,0.25072118639945984,0.04685947857797146,0.14530834555625916,0.04787416973461708,0.1981914589802424,0.01710669951270148,0.04537916568789996,4.1398411727845215,1.6369748945696925
30-07-18,25-11-18,17.001,80.955,0.023022795096039772,0.07162170857191086,0.07688391208648682,0.3432101011276245,0.053861116990447044,0.27158839255571365,0.041398408636450765,0.1872020408511162,0.020993536501523264,0.09076545627044322,4.521962244855161,1.5678652583290966
09-07-18,14-11-18,27.058,83.508,0.013406330719590187,0.08142181485891342,0.08072958141565323,0.31906571984291077,0.06732325069606304,0.23764390498399734,0.041547730341553686,0.16545569986104966,0.018725422999317683,0.0599241300852686,3.9823041716329386,1.670622406333863
12-07-18,16-11-18,23.08,88.569,0.017915071919560432,0.06993772089481354,0.0868610292673111,0.536175549030304,0.06894595734775066,0.4662378281354904,0.05298530532476994,0.24211371718690947,0.018871431159092584,0.11344858073639373,4.5694502598954445,1.5603103711714374
24-07-18,04-12-18,21.896,88.215,0.033518437296152115,0.1268995702266693,0.12693054974079132,0.5448183417320251,0.0934121124446392,0.41791877150535583,0.06527315416643696,0.29538033037416395,0.02522970537095175,0.12436096717025558,4.525295799571558,1.5673282793015746
11-07-18,07-11-18,26.671,85.045,0.008962305262684822,0.027044493705034256,0.0510920025408268,0.2504541873931885,0.042129697278141975,0.22340969368815422,0.026579078659415244,0.1099252683420976,0.012053113702447887,0.06485341048714902,4.1357817458867485,1.637799490549184
23-07-18,27-11-18,23.412,88.163,0.01897638663649559,0.06302572041749954,0.09285758435726166,0.7646730542182922,0.07388119772076607,0.7016473338007927,0.049749934052427607,0.25552078237136205,0.02038944440784199,0.171566105230335,5.136102936379543,1.4835469597259736
30-06-18,10-11-18,26.835,83.85,0.015183177776634693,0.07377613335847855,0.05342627689242363,0.29634392261505127,0.03824309911578894,0.22256778925657272,0.03021399088902399,0.1624006237834692,0.009895345261104735,0.07295771986076391,5.375013992026634,1.4571413951235255
16-07-18,27-10-18,27.113,82.823,0.011400753632187843,0.04451142996549606,0.06171988695859909,0.2371053695678711,0.05031913332641125,0.19259393960237503,0.0314228143543005,0.10763788921758533,0.015102170844195595,0.058834902416658015,3.4254694058889763,1.8245826540396892
06-08-18,10-12-18,22.459,87.923,0.015129455365240574,0.03648264333605766,0.08091794699430466,0.27394917607307434,0.06578849162906408,0.23746653273701668,0.040988586791273623,0.1675586731483539,0.018196393872702245,0.06483697229694504,4.087934868347956,1.647682054599163
20-06-18,25-11-18,21.344,82.075,0.015879515558481216,0.0707346573472023,0.0683896541595459,0.28964224457740784,0.05251013860106468,0.21890758723020554,0.04078392656520009,0.1851053971797228,0.013963755697896886,0.060595733121905866,4.538685035238088,1.5651816932233518
30-07-18,24-11-18,24.82,85.907,0.01115452405065298,0.041721127927303314,0.07450636476278305,0.2618560492992401,0.06335184071213007,0.2201349213719368,0.03387693671838326,0.09751828847562566,0.019456659889298532,0.060510454130489985,2.8786040864995783,2.064620275433671
20-07-18,22-11-18,25.661,83.759,0.01209327857941389,0.024792835116386414,0.0443134643137455,0.2906482517719269,0.03222018573433161,0.26585541665554047,0.026263227278832346,0.11893746652640402,0.010588543261097821,0.06994623342636669,4.528669125986101,1.5667859265328798
16-07-18,05-12-18,17.745,82.681,0.036607977002859116,0.08784766495227814,0.06544462591409683,0.2182583212852478,0.028836648911237717,0.13041065633296967,0.04970787678446088,0.16137731075286865,0.012576076234305119,0.04124181731926875,3.2465138563978377,1.8902682680118832
24-07-18,28-12-18,15.674,78.42,0.011583521030843258,0.030765725299715996,0.05224905163049698,0.12407123297452927,0.04066553059965372,0.09330550767481327,0.029652067087590696,0.07389398701488972,0.01338688570390461,0.03559708725762085,2.4920349328972797,2.3404511891128026
11-07-18,04-11-18,26.65,84.611,0.009484907612204552,0.02704741805791855,0.06947720050811768,0.22499360144138336,0.059992292895913124,0.1979461833834648,0.03479120596919371,0.12132233397468277,0.017376673872537725,0.04295127264385705,3.4871551759978967,1.8041315714036859
09-08-18,20-12-18,20.66,86.118,0.0069834948517382145,0.020513571798801422,0.07190047204494476,0.5070568919181824,0.06491697719320655,0.48654332011938095,0.028910605689614184,0.1660868152976036,0.014018600064097192,0.10579034350457012,5.744840391125685,1.421510490371945
25-07-18,20-11-18,25.136,87.053,0.0174702238291502,0.053319528698921204,0.12808629870414734,0.31188204884529114,0.11061607487499714,0.25856252014636993,0.04475261925586632,0.16244672068527766,0.021514020355359934,0.062106324138040105,3.6298818568922893,1.7604904360089333
01-07-18,26-10-18,26.895,84.002,0.033169012516736984,0.09152252972126007,0.15328818559646606,0.42472371459007263,0.12011917307972908,0.33320118486881256,0.07385500310920179,0.23970030760392547,0.031793158561056536,0.0881993779185272,3.245552738647987,1.8906493112266736
21-06-18,25-10-18,30.666,75.868,0.006635003723204136,0.02219712734222412,0.07222121953964233,0.20100098848342896,0.0655862158164382,0.17880386114120483,0.024860906715997878,0.07391164112178718,0.015079032398776422,0.04529251233326037,2.9730066552329477,2.013681324741332
19-07-18,30-11-18,25.531,86.966,0.003358533838763833,0.02531934715807438,0.08268458396196365,0.4197826385498047,0.07932605012319982,0.3944632913917303,0.03560735186529827,0.17088748906450024,0.01806414099326086,0.10132499863117063,4.799219265475382,1.5264239466709877
30-06-18,20-11-18,27.06,83.678,0.01669933833181858,0.051217082887887955,0.07749554514884949,0.5057278871536255,0.06079620681703091,0.45451080426573753,0.0416117643260143,0.16096435267139564,0.018069948863137817,0.1013907312564727,3.8682414763837842,1.6972913600432122
09-03-18,31-05-18,14.546,76.875,0.006962979678064585,0.022811327129602432,0.04616405442357063,0.17342519760131836,0.03920107474550605,0.15061387047171593,0.02205259836692777,0.07315154715130727,0.010320001535301604,0.043039585996785236,3.3171395920860047,1.8631331521116952
26-07-18,10-12-18,24.844,87.069,0.006869963835924864,0.03773641213774681,0.07230203598737717,0.3829267919063568,0.0654320721514523,0.34519037976861,0.026764583987863483,0.12322210208386988,0.013604362064376973,0.08602436941373846,4.603923682869327,1.5549507081702865
14-07-18,17-11-18,25.071,86.528,0.00891468022018671,0.028784548863768578,0.05499524250626564,0.3155945837497711,0.04608056228607893,0.28681003488600254,0.030406774894800037,0.12617503653746098,0.015586020365592517,0.07017341896845879,4.149569856520317,1.6350073473873108
12-07-18,17-11-18,26.302,85.032,0.02538861148059368,0.07786262035369873,0.09817720949649811,0.7259427905082703,0.07278859801590443,0.6480801701545715,0.045686647492019755,0.3314146756341583,0.01829611700721701,0.19658404809682753,7.254081746576998,1.319791150970268
20-08-18,20-12-18,16.148,80.501,0.01811002381145954,0.056842412799596786,0.06690565496683121,0.3804212212562561,0.048795631155371666,0.3235788084566593,0.03611627034842968,0.1544853128492832,0.017311986165584076,0.11814547869025956,4.2774436939056795,1.6102316887148809
25-06-18,06-11-18,27.226,83.658,0.008192211389541626,0.017439521849155426,0.062087420374155045,0.20252126455307007,0.05389520898461342,0.18508174270391464,0.026088179985958117,0.09492078961597548,0.012017125322247347,0.040641569111237286,3.6384596268143774,1.758018041918936
12-07-18,15-11-18,26.057,84.995,0.012073989026248455,0.03183116391301155,0.062376104295253754,0.44703200459480286,0.0503021152690053,0.4152008406817913,0.03547800741424518,0.12889680692127772,0.015311000110849087,0.08423334139264044,3.6331467383797573,1.7595474915426288
03-07-18,17-11-18,21.144,81.612,0.014393921941518784,0.08795946836471558,0.041080325841903687,0.24966201186180115,0.026686403900384903,0.16170254349708557,0.029050026399393875,0.1686310221751531,0.009245097062299675,0.05664510091566711,5.804849188662754,1.4162461549717493
04-07-18,14-11-18,25.075,85.466,0.007133190985769033,0.06341917812824249,0.05458204820752144,0.19029901921749115,0.047448857221752405,0.12687984108924866,0.032190614297766894,0.11334251174155403,0.012729910098091091,0.04380566856820581,3.5209800811231102,1.7933422461271444
24-07-18,20-12-18,23.334,88.661,0.01086561568081379,0.047281961888074875,0.1384182870388031,0.4312421381473541,0.1275526713579893,0.38396017625927925,0.04373032885293166,0.16081007830798627,0.02589986923189624,0.08475973962989036,3.67731234880036,1.747017807203613
02-08-18,10-11-18,25.299,83.051,0.0069971838966012,0.03117705136537552,0.08651099354028702,0.5409116148948669,0.07951380964368582,0.5097345635294914,0.026700363201261672,0.14500652226033034,0.02026888868685432,0.12219980300326787,5.4308820133756965,1.4513773993445354
13-07-18,07-11-18,26.348,85.279,0.01015321072191,0.06023293733596802,0.10873742401599884,0.40332821011543274,0.09858421329408884,0.3430952727794647,0.04311994957522704,0.17751373035403398,0.023755923938345025,0.09113748005664007,4.11674253107239,1.6416956100996425
17-08-18,21-12-18,15.563,80.047,0.01030812319368124,0.03078632429242134,0.06028235703706741,0.35864654183387756,0.04997423384338617,0.3278602175414562,0.025945985534538824,0.1633464116603136,0.018294105279083407,0.11938013581778696,6.2956333434654015,1.3776696516324947
22-07-18,02-12-18,20.928,86.538,0.0119433319196105,0.07244344055652618,0.0762408971786499,2.5536580085754395,0.0642975652590394,2.4812145680189133,0.03651397239549884,0.6476135166095836,0.01598360520843132,0.7639768741915168,17.736046617853507,1.1195025351964818
15-07-18,14-12-18,20.346,86.254,0.012104485183954239,0.059687595814466476,0.10539761185646057,0.4178370535373688,0.09329312667250633,0.3581494577229023,0.04549527055184756,0.1648386675154879,0.02080095790084803,0.08733479747361518,3.62320446754204,1.7624262709014114
30-07-18,14-11-18,16.666,81.615,0.009407104924321175,0.03335050120949745,0.05559554696083069,0.21725502610206604,0.046188442036509514,0.1839045248925686,0.02927490195725113,0.10615255916491151,0.018332852634240327,0.052851574282884194,3.6260602792085,1.7615971407186448
23-07-18,10-11-18,25.315,87.308,0.025353791192173958,0.06349533051252365,0.13644088804721832,4.796455383300781,0.11108709685504436,4.732960052788258,0.06604485874148933,1.3743543740023265,0.02947984822704189,1.6320339307055673,20.809407426879062,1.100962131622687
24-07-18,30-10-18,27.074,83.684,0.026056021451950073,0.09116462618112564,0.08335645496845245,0.5600262880325317,0.05730043351650238,0.4688616618514061,0.05296875775924751,0.23101073876023293,0.02000625265564327,0.13690008717418808,4.361264045689312,1.59501424845362
21-08-18,06-12-18,24.163,88.233,0.01929209753870964,0.06937108933925629,0.09195620566606522,0.24648718535900116,0.07266410812735558,0.17711609601974487,0.04020494861262185,0.15676412624972208,0.01833236469539827,0.04967028726022722,3.8991251489998895,1.6898632853741895
18-07-18,22-11-18,25.918,86.679,0.00763030955567956,0.02476729452610016,0.07226361334323883,0.3184111714363098,0.06463330378755927,0.29364387691020966,0.027579138659078767,0.10509776510298252,0.01404408448520602,0.08054285429700357,3.810770394324314,1.711548692856068
05-07-18,12-11-18,27.143,82.704,0.011145023629069328,0.062332138419151306,0.09942612797021866,0.2953987121582031,0.08828110434114933,0.23306657373905182,0.03604200220881747,0.13756276122652566,0.020487490842295803,0.05401127165072218,3.8167347204942943,1.7100420161856884
26-07-18,20-12-18,17.868,82.789,0.026299210265278816,0.08202914148569107,0.06186610087752342,0.328093945980072,0.035566890612244606,0.24606480449438095,0.04996702106048664,0.18440146495898566,0.012637244430798443,0.08069016655109218,3.690463450597984,1.7433663518288938
14-06-18,28-10-18,30.075,75.852,0.00619086530059576,0.034456267952919006,0.09159495681524277,0.4117976725101471,0.08540409151464701,0.3773414045572281,0.028835077442832896,0.1172623457135381,0.01807199119392906,0.06561989986466925,4.066656174099656,1.6521761444571408
11-07-18,30-10-18,26.712,84.25,0.016959767788648605,0.14967550337314606,0.13655704259872437,0.6153502464294434,0.11959727481007576,0.4656747430562973,0.045354955665328926,0.3172459488405901,0.02993048824411821,0.13972976851068014,6.99473616910853,1.3336260251629084
01-08-18,05-12-18,25.431,88.041,0.005387967452406883,0.0651867687702179,0.05217155069112778,0.213676318526268,0.046783583238720894,0.1484895497560501,0.02973783458583057,0.11413847049698234,0.014672862856502907,0.046233161635667895,3.8381567483520413,1.704682713934418
02-09-18,19-12-18,14.722,77.695,0.02358074113726616,0.1602732241153717,0.03556382656097412,0.2477782815694809,0.011983085423707962,0.08750505745410919,0.030219609538714092,0.21829595665136972,0.004976992111251896,0.041030069625890134,7.223652455592207,1.3213547051784547
10-07-18,22-11-18,25.876,87.894,0.03632819652557373,0.08252973854541779,0.1992410570383072,0.6621307730674744,0.16291286051273346,0.5796010345220566,0.07585527654737234,0.3011727761477232,0.04016361745386847,0.15801140018135112,3.9703602683412265,1.6733189981418932
17-07-18,05-11-18,26.302,85.407,0.014613654464483261,0.05346976965665817,0.1292358934879303,0.36002689599990845,0.11462223902344704,0.3065571263432503,0.04961311007634951,0.1531045915415654,0.024162576995919584,0.07016702878099336,3.0859704482535575,1.9587863536966525
