Sowing,Harvesting,latitude,longitude,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,precipitation_hours,sunshine_duration,daylight_duration,evapotranspiration
2018-07-30,2018-11-18,16.932,81.741,34.624,21.974,41.921745,24.427128,644.19995,6.616071,8.919263237847222,12.102017144097223,3.8680022
2018-07-15,2018-11-22,25.753,86.648,37.363,14.212999,44.591663,13.721449,686.80005,7.4732823,9.234873046875,12.219864366319445,3.7145503
2018-08-28,2018-12-03,24.19,88.567,33.913002,15.363,41.671326,15.17342,206.70001,3.3469388,9.621296657986111,11.631714409722223,3.5472047
2018-07-18,2018-11-22,25.536,83.394,36.176003,14.326,45.090775,13.623613,855.5,6.7890625,8.797020399305556,12.18712890625,3.7859116
2018-07-25,2018-11-13,16.812,81.337,34.614998,21.615,41.16233,22.968662,703.89996,6.366071,8.762419162326388,12.173167317708334,3.9860203
2018-06-30,2018-12-20,21.335,81.826,33.7235,10.4735,40.98572,9.467547,1168.8,6.8390803,7.921523980034722,12.089959852430555,3.5273268
2018-07-30,2018-11-11,16.55,81.687,33.4305,21.3305,41.087334,23.693758,636.19995,7.4761906,8.61365451388889,12.151634114583333,3.7932227
2018-07-27,2018-12-19,24.93,83.857,34.7535,10.8535,44.198093,9.097345,840.7001,5.869863,8.877548285590278,11.827001953125,3.5715687
2018-06-27,2018-11-09,27.244,82.668,35.919502,14.2195,43.460106,14.511694,1220.7,7.779412,8.574265950520834,12.572008463541666,3.7675378
2018-07-10,2018-11-10,25.235,86.921,37.739002,14.039,44.19702,14.388468,742.4,8.0,9.164605034722221,12.400111762152777,3.7655845
2018-08-23,2018-12-31,15.32,79.796,40.0845,14.3345,42.38522,14.6765995,398.49994,4.5267177,9.507026909722223,11.719921875,4.2960744
2018-07-31,2018-11-22,23.341,86.014,32.6805,13.3805,39.33156,12.257359,664.2,7.4347825,8.544615885416667,12.049729817708334,3.4302042
2018-07-12,2018-11-24,25.922,86.853,36.8805,13.9305,45.21055,13.568228,671.8,7.5367646,9.240668402777779,12.229891493055556,3.6580205
2018-06-30,2018-11-02,20.418,81.538,32.6765,15.9765005,37.334797,15.102276,1319.4,8.753968,7.242072482638889,12.482738715277778,3.4518268
2018-06-18,2018-10-20,30.196,76.167,40.864998,15.014999,44.584183,14.348265,637.6,5.632,8.963096788194445,12.996982421875,3.9246745
