Sowing,Harvesting,latitude,longitude,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,precipitation_hours,sunshine_duration,daylight_duration,evapotranspiration
2018-07-26,2018-12-28,15.672,78.419,38.16,18.06,41.267235,17.457758,250.7,3.3910255,9.166782769097223,11.902521701388888,4.884908
2018-07-25,2018-12-03,25.151,85.698,35.539,12.339,44.552937,11.745921,715.8,5.9469695,9.134249131944445,11.99584201388889,3.55184
2018-07-26,2018-12-26,20.995,86.556,34.065,10.214999,42.237144,9.26546,1035.4,6.038961,8.583668077256945,11.838040364583334,3.3650553
2018-07-10,2018-10-18,14.36,77.589,37.6995,20.8495,39.947014,22.003637,287.49997,4.4950495,8.792401801215277,12.409465060763889,5.30983
2018-07-25,2018-11-29,25.253,85.424,35.6175,12.7675,44.835262,12.32272,713.3,6.4296875,9.074756944444445,12.036374782986112,3.6178465
2018-07-17,2018-12-09,20.362,86.154,33.9715,15.2715,42.658707,15.411594,1416.0,7.979452,8.262526584201389,12.039034288194445,3.3642437
2018-07-27,2018-11-28,22.242,88.192,33.613,15.212999,42.27545,15.394573,834.1,8.224,8.658136935763888,12.03557400173611,3.379417
2018-07-17,2018-12-05,25.38,83.267,36.085003,12.935,45.10688,12.32196,922.49994,6.3943663,8.871292317708333,12.060005425347223,3.6663914
2018-07-20,2018-12-28,17.631,83.062,34.4265,16.676498,41.47517,16.255943,1003.30005,4.314815,8.978466254340278,11.916870659722223,4.00336
2018-07-04,2018-11-17,25.797,88.08,36.517498,14.7175,44.478783,14.810177,733.1,8.153285,9.145026041666666,12.387000868055555,3.6374462
2018-08-22,2019-01-16,16.757,80.515,34.2795,13.9295,40.576904,13.827852,260.59998,2.858108,9.196680772569444,11.633102213541667,3.814231
2018-07-01,2018-11-02,24.525,87.994,36.089,16.588999,44.543194,17.626764,796.3,8.984,9.061602647569444,12.55950954861111,3.726963
2018-06-30,2018-11-10,25.689,86.978,36.8955,14.195499,44.55746,13.770706,886.69995,8.910448,9.086660698784723,12.502680121527778,3.7316744
2018-07-09,2018-11-09,26.39,85.217,36.6655,13.815499,44.710846,13.424486,773.1,8.008064,9.25153537326389,12.43879123263889,3.9205074
2018-07-28,2018-11-24,16.871,81.721,34.161,21.261,41.70192,24.531975,673.7999,6.5583334,8.896159939236112,12.074388020833334,3.875587
2018-07-18,2018-12-11,21.859,87.18,34.4565,12.6565,41.56839,11.614346,999.9,7.517007,8.46738009982639,12.008473307291666,3.3456843
2018-07-04,2018-11-13,23.723,88.289,34.7195,16.969501,43.328915,17.684755,781.8,8.759398,8.96210720486111,12.402592230902778,3.6508489
2018-07-26,2018-12-27,15.855,78.362,37.0715,18.0715,39.279263,18.078964,302.1,3.935484,9.285532769097221,11.904122178819444,4.8618517
2018-07-15,2018-11-16,25.683,86.992,36.908497,14.2085,44.579445,13.787674,737.9,7.888,9.165455729166666,12.286843532986111,3.6682675
2018-06-25,2018-10-31,27.058,83.68,36.111,15.911,43.5821,16.740652,1237.0,8.961241,8.806944444444444,12.694649522569444,3.7682495
2018-07-21,2018-11-13,23.596,86.774,33.5975,15.6475,40.707043,15.7271595,797.2001,8.534483,8.3399169921875,12.242759331597222,3.4769084
2018-07-21,2018-11-05,26.334,85.32,35.787,16.036999,44.84109,16.36982,790.2,8.657408,9.062467990451388,12.357514105902778,3.7689822
2018-07-09,2018-11-10,25.2,85.719,38.25,14.0,44.539387,13.506805,819.0,7.736,9.227186414930555,12.409878472222223,3.9217248
2018-07-14,2018-12-15,20.212,86.266,33.563,14.863,41.662956,14.750074,1905.3,8.070968,8.351751844618056,12.019627821180556,3.320295
2018-07-17,2018-12-16,20.128,86.265,33.413002,14.662999,41.296074,14.621578,1678.3999,8.084968,8.282076280381945,11.988948567708333,3.3172855
2018-07-24,2018-11-26,23.375,87.564,33.8565,14.7065,41.408497,14.852203,848.19995,7.2539682,8.727887369791667,12.080977647569444,3.504712
2018-07-27,2018-11-30,24.964,86.824,35.8485,14.3485,43.102177,14.402529,585.3,5.8346457,9.078355034722222,12.005345052083333,3.4959164
2018-07-18,2018-11-10,26.132,85.622,37.461,14.861,44.2363,14.296661,751.4,8.103448,9.085440538194444,12.328364800347222,3.7911286
2018-06-21,2018-12-28,20.811,86.242,34.419502,11.2695,41.543736,9.57429,1608.5,7.879581,8.100221896701388,12.1005859375,3.3164139
2018-07-21,2018-12-12,20.873,85.933,33.718998,15.419,42.838917,15.3994465,1047.6001,7.0551724,8.322049696180555,11.980266927083333,3.4038434
2018-07-02,2019-09-28,30.167,76.487,44.065,3.4650002,45.202526,1.0112901,1513.0,3.6585903,9.488800998263889,12.363223741319445,4.1105976
2018-07-29,2018-11-18,16.668,81.615,33.858498,21.0585,40.9426,23.304201,696.9,6.823009,8.731597764756945,12.109161241319445,3.888024
2018-07-06,2018-10-10,22.922,88.572,34.2695,22.2695,41.70059,26.220036,920.60004,11.85567,8.533797200520834,12.722586805555556,3.619803
2018-06-29,2018-11-11,27.248,83.74,35.559002,14.209001,43.745316,14.224899,1259.3999,8.2279415,9.012587890625,12.528672960069445,3.6562352
2018-07-01,2018-11-18,25.786,88.077,36.5305,13.4805,44.50112,13.567972,826.8,8.411347,9.017905815972222,12.404246961805555,3.6098473
2018-07-02,2018-11-13,26.36,85.643,36.8825,13.4325,44.311825,12.844814,912.4,8.311111,9.307159288194445,12.460176866319445,3.8831072
2018-07-01,2018-11-08,27.123,82.576,35.674,13.874,42.974327,13.654461,1061.0,7.6412215,8.488805338541667,12.543052300347222,3.7270403
2018-07-20,2018-11-30,25.245,85.569,38.0435,12.9935,44.981,12.51832,732.4,6.761194,9.147493489583333,12.079769965277778,3.653547
2018-06-22,2018-11-08,25.668,88.107,36.732502,15.7325,45.046547,15.941641,983.4999,9.65,8.952906901041667,12.594583333333333,3.6183124
2018-07-06,2018-12-08,20.24,86.518,33.580498,16.4805,41.077427,16.770378,1725.7001,9.089744,8.6642822265625,12.13348415798611,3.5002294
2018-07-10,2018-11-23,26.105,86.213,37.195503,13.5955,45.049587,13.442131,638.60004,7.1167884,9.325078125,12.263136935763889,3.8020947
2018-07-18,2018-11-19,23.175,86.52,33.815502,15.315499,41.56392,14.854929,926.0,8.4,8.219939778645834,12.207979600694445,3.4144905
2018-07-17,2018-11-12,26.551,84.617,36.826,15.226,44.682064,14.551924,671.6,7.680672,9.014932183159722,12.3196484375,3.6822755
2018-01-05,2018-05-20,26.182,89.187,32.330498,7.0305004,37.856674,5.3117685,310.0,3.125,9.532068142361112,11.974822048611111,3.3831384
2018-07-27,2018-11-20,23.601,86.777,33.578,14.928,40.673035,15.121525,703.60004,7.5128207,8.666716579861111,12.110425347222222,3.5076985
2018-07-11,2018-10-24,26.509,85.699,37.413002,16.213001,44.540573,16.427221,691.89996,9.132075,9.376984592013889,12.614651692708334,3.906252
2018-07-18,2018-11-26,23.015,88.51,34.3695,15.8195,41.985332,16.231712,908.0,8.143939,8.5741748046875,12.139029947916667,3.470459
2018-07-28,2018-11-13,23.435,87.576,33.9435,15.643499,41.61631,15.939648,733.80005,7.880734,8.770406358506944,12.172039930555556,3.571986
2018-07-22,2018-11-17,24.919,85.8,35.728,13.728,44.159466,13.555878,755.0,7.0084033,8.838998480902777,12.197097439236112,3.604407
2018-07-13,2018-12-13,17.929,82.906,34.375,17.275002,41.7677,16.54825,912.10004,5.909091,8.581416015625,12.049938151041667,3.7296662
2018-07-16,2018-11-01,26.441,84.892,37.1675,15.367499,44.575302,15.75437,733.0999,8.440367,9.015501844618056,12.462748480902778,3.7775095
2018-08-12,2019-01-07,16.751,80.519,34.299,13.948999,40.609623,13.853746,484.5,3.9865773,8.787778862847222,11.728309461805555,3.7419004
2018-07-24,2018-11-26,24.822,86.924,36.0345,13.3345,43.901917,13.113876,669.69995,6.547619,8.959525824652777,12.079351128472222,3.5423474
2018-07-10,2018-11-22,25.226,85.485,38.1065,14.1565,44.73685,13.643101,729.39996,7.0147057,9.262609592013888,12.267398003472222,3.8751774
2018-07-17,2018-12-17,20.124,86.244,33.419502,15.5195,41.28309,14.29516,1774.8999,7.909091,8.274139539930555,11.981982421875,3.3098173
2018-06-28,2018-11-19,20.419,81.672,32.591,15.941,37.59968,15.744362,1334.0,7.841379,7.456183810763889,12.347937282986111,3.5103092
2018-07-15,2018-11-02,26.622,85.016,36.641,15.740999,44.52801,16.048208,728.9,8.801802,9.00441134982639,12.46352756076389,3.759394
2018-07-26,2018-11-19,25.91,86.128,36.0695,14.3195,45.118656,14.245962,590.5,6.991453,9.25929470486111,12.133947482638888,3.713417
2018-07-25,2018-12-13,17.957,82.86,34.2905,17.1905,41.62928,16.441671,672.2,5.2887325,8.877016059027778,11.96359592013889,3.7835865
2018-07-30,2018-11-25,17.001,80.955,34.8735,18.5235,40.672096,19.775942,603.69995,5.529412,8.525179036458333,12.052853732638889,4.001639
2018-07-09,2018-11-14,27.058,83.508,35.4935,14.643499,43.482483,14.789015,1040.5,7.1782947,8.909802517361111,12.38750217013889,3.6838858
2018-07-12,2018-11-16,23.08,88.569,34.398003,17.148,42.02872,17.813393,902.39996,8.7265625,8.651248914930555,12.293284505208334,3.5312867
2018-07-24,2018-12-04,21.896,88.215,33.411,15.661,41.54212,15.736578,976.49994,8.358209,8.588357204861111,12.012124565972222,3.3859913
2018-07-11,2018-11-07,26.671,85.045,36.7195,14.4695,44.622307,13.899612,771.1,8.166667,9.03375217013889,12.446272786458334,3.7879763
2018-07-23,2018-11-27,23.412,88.163,34.1805,14.6305,41.76203,14.946653,757.10004,7.3828125,8.86579372829861,12.081097005208333,3.4853673
2018-06-30,2018-11-10,26.835,83.85,35.715,14.964999,45.593655,15.124134,1070.2,7.9925375,8.865178493923612,12.523275824652778,3.7433777
2018-07-16,2018-10-27,27.113,82.823,35.7805,14.830501,43.299057,15.226339,988.0,7.9038463,8.490228407118055,12.535900607638888,3.772706
2018-08-06,2018-12-10,22.459,87.923,33.6675,12.5175,42.327843,11.75622,523.10004,6.1811023,9.212956814236112,11.832444661458334,3.4399376
2018-06-20,2018-11-25,21.344,82.075,37.567497,13.617499,43.826183,13.052641,1169.6,7.4779873,7.772702907986111,12.363199869791666,3.6460736
2018-07-30,2018-11-24,24.82,85.907,35.516,14.816,43.709663,14.862326,575.0,6.084746,9.1296484375,12.035602213541667,3.6577404
2018-07-20,2018-11-22,25.661,83.759,37.026,13.876,44.83415,13.437458,1028.7999,6.5793653,8.857652452256945,12.166139322916667,3.734326
2018-07-16,2018-12-05,17.745,82.681,34.547,17.347,40.6551,17.010765,946.10004,5.2377625,8.757757161458333,12.082245008680555,3.927593
2018-07-24,2018-12-28,15.674,78.42,38.186,18.085999,41.30528,17.490503,251.7,3.386076,9.196971571180555,11.91503146701389,4.9096203
2018-07-11,2018-11-04,26.65,84.611,36.732502,15.9325,44.411804,16.674469,720.8,8.17094,8.921992730034722,12.482744140625,3.7858582
2018-08-09,2018-12-20,20.66,86.118,34.1975,13.5475,42.006653,13.471416,916.10004,6.1567163,8.819112955729167,11.7598828125,3.4052353
